employee_id;cidade;cargo;lider_id;turno;salario_base;data_admissao;data_demissao;motivo_saida;faixa_preta_certificado;data_certificacao;nota_desempenho;faltas_trim;tempo_de_casa_meses
E103476;Maceió;front_atendimento;L007;noite;" R$ 2.495,00 ";07/12/2023;31/07/2024;pedido;FALSE;;"3,06";0;7
E103477;Brasília;front_atendimento;L001;noite;" R$ 2.473,00 ";10/11/2023;30/11/2024;outros;FALSE;;"2,57";3;12
E103478;Belo Horizonte;lider_area;L028;tarde;" R$ 5.806,00 ";22/05/2024;;;FALSE;;"3,23";1;13
E103479;Fortaleza;motorista_campo;L053;tarde;" R$ 2.900,00 ";14/04/2024;31/05/2024;pedido;FALSE;;"3,85";2;1
E103480;Recife;consultor_tecnico;L022;tarde;" R$ 3.313,00 ";10/10/2023;;;FALSE;;"3,37";4;20
E103481;Curitiba;consultor_tecnico;L051;manha;" R$ 3.264,00 ";26/08/2023;30/04/2024;pedido;FALSE;;"2,84";0;8
E103482;Maceió;mecanico;L030;manha;" R$ 3.595,00 ";10/07/2023;;;TRUE;03/03/2025;"4,77";4;23
E103483;Campinas;mecanico;L002;manha;" R$ 3.499,00 ";23/12/2023;31/03/2024;pedido;FALSE;;"3,21";2;3
E103484;Recife;lider_geral;L039;manha;" R$ 7.079,00 ";02/06/2024;;;FALSE;;"1,49";2;12
E103485;São Paulo;organizador_patio;L050;manha;" R$ 2.330,00 ";23/02/2024;;;FALSE;;"3,38";0;16
E103486;Belém;mecanico;L029;manha;" R$ 3.549,00 ";04/02/2024;30/06/2024;desempenho;TRUE;18/01/2025;"3,61";3;4
E103487;Fortaleza;organizador_patio;L049;manha;" R$ 2.238,00 ";25/07/2023;;;FALSE;;"3,96";1;23
E103488;Campinas;organizador_patio;L051;tarde;" R$ 2.389,00 ";16/01/2024;31/07/2024;pedido;FALSE;;"2,93";2;6
E103489;Recife;consultor_tecnico;L014;tarde;" R$ 3.581,00 ";08/07/2023;;;FALSE;;"1,93";3;23
E103490;Maceió;mecanico;L021;manha;" R$ 2.807,00 ";20/02/2024;;;TRUE;09/02/2025;"3,61";1;16
E103491;Belém;front_atendimento;L014;manha;" R$ 2.136,00 ";23/10/2023;31/03/2024;justa_causa;FALSE;;"2,78";1;5
E103492;Florianópolis;front_atendimento;L017;tarde;" R$ 2.080,00 ";25/12/2023;31/01/2025;outros;FALSE;;"3,98";1;13
E103493;São Luís;lider_geral;L044;manha;" R$ 8.855,00 ";15/02/2024;30/06/2024;pedido;FALSE;;"4,3";2;4
E103494;Brasília;mecanico;L032;manha;" R$ 3.331,00 ";02/07/2023;31/01/2024;pedido;TRUE;19/02/2025;"3,56";2;6
E103495;Belém;mecanico;L015;tarde;" R$ 3.298,00 ";20/02/2024;30/09/2024;desempenho;FALSE;;"3,31";1;7
E103496;Vitória;front_atendimento;L043;tarde;" R$ 2.427,00 ";09/09/2023;29/02/2024;desempenho;FALSE;;"3,74";3;5
E103497;Maceió;front_atendimento;L001;manha;" R$ 2.340,00 ";03/05/2024;;;FALSE;;"3,91";2;13
E103498;Ribeirão Preto;lider_area;L045;manha;" R$ 6.232,00 ";04/11/2023;;;FALSE;;"4,07";2;19
E103499;Recife;mecanico;L001;manha;" R$ 3.631,00 ";23/05/2024;31/12/2024;pedido;FALSE;;5;0;7
E103500;Recife;soldador;L059;manha;" R$ 3.285,00 ";04/11/2023;;;FALSE;;"3,24";1;19
E103501;Goiânia;organizador_patio;L019;tarde;" R$ 2.362,00 ";01/09/2023;;;FALSE;;3;2;21
E103502;Belo Horizonte;mecanico;L041;manha;" R$ 3.315,00 ";07/05/2024;;;FALSE;;"3,49";3;13
E103503;Belo Horizonte;organizador_patio;L024;manha;" R$ 2.353,00 ";15/05/2024;;;FALSE;;"2,19";1;13
E103504;Recife;consultor_tecnico;L016;tarde;" R$ 3.075,00 ";30/08/2023;29/02/2024;pedido;FALSE;;"3,46";3;6
E103505;Vitória;front_atendimento;L038;manha;" R$ 2.175,00 ";25/07/2023;;;FALSE;;"3,19";2;23
E103506;Campinas;estoquista;L038;tarde;" R$ 2.444,00 ";30/11/2023;31/01/2024;justa_causa;FALSE;;"3,98";3;2
E103507;Fortaleza;lider_area;L054;tarde;" R$ 5.496,00 ";29/04/2024;;;FALSE;;"4,15";1;14
E103508;Florianópolis;mecanico;L042;noite;" R$ 3.553,00 ";09/02/2024;;;FALSE;;"4,32";2;16
E103509;Brasília;front_atendimento;L046;manha;" R$ 2.217,00 ";02/01/2024;;;FALSE;;"3,37";2;17
E103510;Uberlândia;lider_area;L028;manha;" R$ 5.506,00 ";22/04/2024;30/04/2024;desempenho;FALSE;;"3,54";2;0
E103511;Goiânia;mecanico;L053;manha;" R$ 3.354,00 ";22/11/2023;;;FALSE;;"3,82";3;19
E103512;Manaus;organizador_patio;L026;manha;" R$ 2.367,00 ";09/09/2023;;;FALSE;;"2,35";2;21
E103513;Maceió;estoquista;L048;manha;" R$ 2.501,00 ";18/09/2023;30/06/2024;pedido;FALSE;;"3,02";3;9
E103514;Florianópolis;mecanico;L017;tarde;" R$ 3.137,00 ";06/04/2024;;;FALSE;;"3,09";3;14
E103515;Recife;consultor_tecnico;L046;manha;" R$ 3.101,00 ";05/02/2024;;;FALSE;;"3,09";2;16
E103516;Salvador;lider_area;L012;tarde;" R$ 5.521,00 ";22/04/2024;31/05/2024;pedido;FALSE;;"3,3";0;1
E103517;Brasília;mecanico;L021;tarde;" R$ 3.306,00 ";17/04/2024;30/06/2024;desempenho;FALSE;;"3,93";2;2
E103518;Belém;motorista_campo;L032;tarde;" R$ 2.936,00 ";16/09/2023;31/03/2025;pedido;FALSE;;"3,81";3;18
E103519;Rio de Janeiro;consultor_tecnico;L052;manha;" R$ 3.439,00 ";30/11/2023;30/09/2024;transferencia;FALSE;;"3,39";3;10
E103520;Porto Alegre;lider_area;L016;tarde;" R$ 5.879,00 ";05/05/2024;;;FALSE;;"4,09";1;13
E103521;Manaus;mecanico;L049;tarde;" R$ 3.476,00 ";12/03/2024;;;TRUE;30/03/2025;"2,82";6;15
E103522;Curitiba;soldador;L050;noite;" R$ 3.228,00 ";09/03/2024;;;FALSE;;"2,64";2;15
E103523;Curitiba;lider_area;L017;tarde;" R$ 5.427,00 ";15/07/2023;;;FALSE;;"2,92";3;23
E103524;Belo Horizonte;mecanico;L010;tarde;" R$ 2.930,00 ";08/02/2024;31/03/2024;transferencia;FALSE;;"2,41";3;1
E103525;Curitiba;lider_geral;L020;manha;" R$ 9.488,00 ";27/05/2024;;;FALSE;;"3,28";0;13
E103526;Porto Alegre;mecanico;L001;tarde;" R$ 3.334,00 ";19/05/2024;31/03/2024;pedido;FALSE;;"3,79";1;0
E103527;Manaus;mecanico;L015;manha;" R$ 3.199,00 ";11/04/2024;;;FALSE;;"3,54";2;14
E103528;Maceió;front_atendimento;L023;manha;" R$ 2.257,00 ";23/04/2024;;;FALSE;;"3,13";3;14
E103529;Vitória;mecanico;L048;tarde;" R$ 3.000,00 ";04/12/2023;;;FALSE;;"3,5";3;18
E103530;Belém;front_atendimento;L003;tarde;" R$ 2.271,00 ";03/09/2023;;;FALSE;;"3,97";2;21
E103531;Natal;soldador;L045;manha;" R$ 3.079,00 ";09/03/2024;31/12/2024;desempenho;FALSE;;"3,85";3;9
E103532;São Paulo;front_atendimento;L060;tarde;" R$ 2.295,00 ";02/11/2023;30/04/2025;pedido;FALSE;;"3,51";1;17
E103533;São Luís;consultor_tecnico;L031;manha;" R$ 3.569,00 ";12/10/2023;;;FALSE;;"2,92";3;20
E103534;Campinas;organizador_patio;L034;tarde;" R$ 2.302,00 ";27/09/2023;;;FALSE;;"3,51";3;21
E103535;Recife;consultor_tecnico;L045;manha;" R$ 3.060,00 ";21/10/2023;31/05/2024;outros;FALSE;;"2,05";1;7
E103536;Florianópolis;soldador;L038;manha;" R$ 3.295,00 ";27/04/2024;;;FALSE;;"4,2";5;14
E103537;Ribeirão Preto;lider_area;L009;manha;" R$ 5.992,00 ";09/12/2023;;;FALSE;;"3,71";3;18
E103538;Belo Horizonte;organizador_patio;L001;noite;" R$ 2.192,00 ";15/03/2024;31/07/2024;desempenho;FALSE;;5;3;4
E103539;Belém;front_atendimento;L004;manha;" R$ 2.470,00 ";22/05/2024;31/08/2024;pedido;FALSE;;"3,46";3;3
E103540;Goiânia;mecanico;L018;tarde;" R$ 3.599,00 ";09/05/2024;;;FALSE;;"1,37";3;13
E103541;Goiânia;motorista_campo;L027;manha;" R$ 3.023,00 ";17/05/2024;;;FALSE;;"3,72";1;13
E103542;Manaus;mecanico;L036;tarde;" R$ 3.104,00 ";22/10/2023;29/02/2024;pedido;FALSE;;"4,5";1;4
E103543;Belo Horizonte;mecanico;L022;manha;" R$ 3.064,00 ";22/07/2023;31/01/2024;pedido;FALSE;;"2,65";1;6
E103544;Fortaleza;mecanico;L033;manha;" R$ 3.372,00 ";13/06/2024;31/03/2025;pedido;FALSE;;"3,89";6;9
E103545;São Paulo;estoquista;L030;tarde;" R$ 2.507,00 ";10/01/2024;28/02/2025;pedido;FALSE;;"3,85";1;13
E103546;Maceió;organizador_patio;L048;tarde;" R$ 2.470,00 ";28/12/2023;;;FALSE;;"3,09";3;18
E103547;Manaus;front_atendimento;L040;tarde;" R$ 2.206,00 ";21/03/2024;30/11/2024;transferencia;FALSE;;"2,7";2;8
E103548;Brasília;mecanico;L039;tarde;" R$ 2.973,00 ";27/04/2024;29/02/2024;pedido;TRUE;03/02/2025;"3,06";2;0
E103549;Vitória;front_atendimento;L008;manha;" R$ 2.377,00 ";07/03/2024;;;FALSE;;"2,95";2;15
E103550;Vitória;motorista_campo;L015;tarde;" R$ 2.966,00 ";11/11/2023;31/01/2025;transferencia;FALSE;;"3,26";0;14
E103551;Fortaleza;motorista_campo;L036;tarde;" R$ 3.173,00 ";17/05/2024;;;FALSE;;"3,7";3;13
E103552;Belém;lider_area;L042;manha;" R$ 5.937,00 ";09/12/2023;;;FALSE;;"3,67";1;18
E103553;Brasília;front_atendimento;L001;manha;" R$ 2.333,00 ";14/10/2023;;;FALSE;;"2,01";3;20
E103554;São Paulo;consultor_tecnico;L016;noite;" R$ 3.600,00 ";27/11/2023;;;FALSE;;"2,89";2;19
E103555;Belém;consultor_tecnico;L049;tarde;" R$ 3.616,00 ";09/06/2024;;;FALSE;;"3,12";1;12
E103556;Belo Horizonte;mecanico;L024;tarde;" R$ 3.194,00 ";26/04/2024;;;FALSE;;"1,78";1;14
E103557;Rio de Janeiro;lider_geral;L022;tarde;" R$ 8.152,00 ";25/02/2024;;;FALSE;;"3,73";1;16
E103558;Manaus;mecanico;L037;tarde;" R$ 3.420,00 ";28/01/2024;;;TRUE;28/02/2025;"2,72";4;17
E103559;Belo Horizonte;lider_geral;L052;manha;" R$ 8.368,00 ";28/12/2023;;;FALSE;;"3,11";3;18
E103560;Belém;organizador_patio;L018;noite;" R$ 2.293,00 ";10/12/2023;;;FALSE;;"3,98";1;18
E103561;Belém;mecanico;L054;manha;" R$ 3.537,00 ";21/08/2023;31/03/2024;desempenho;TRUE;27/01/2025;"3,7";1;7
E103562;São Paulo;motorista_campo;L036;manha;" R$ 3.325,00 ";23/04/2024;31/10/2024;desempenho;FALSE;;"3,96";2;6
E103563;Recife;motorista_campo;L026;manha;" R$ 3.053,00 ";03/08/2023;;;FALSE;;"2,5";2;22
E103564;Natal;soldador;L034;manha;" R$ 3.267,00 ";05/04/2024;31/01/2024;desempenho;FALSE;;"3,95";1;0
E103565;Ribeirão Preto;mecanico;L013;manha;" R$ 3.297,00 ";02/06/2024;31/05/2024;pedido;FALSE;;"2,79";1;0
E103566;Campinas;front_atendimento;L005;tarde;" R$ 2.375,00 ";04/05/2024;28/02/2025;desempenho;FALSE;;"1,97";1;9
E103567;Goiânia;soldador;L054;manha;" R$ 3.341,00 ";15/05/2024;;;FALSE;;"2,44";3;13
E103568;Campinas;organizador_patio;L041;manha;" R$ 2.149,00 ";06/09/2023;31/01/2024;pedido;FALSE;;"3,74";3;4
E103569;Manaus;lider_area;L011;manha;" R$ 5.363,00 ";05/05/2024;;;FALSE;;"3,34";2;13
E103570;Belo Horizonte;front_atendimento;L053;manha;" R$ 2.351,00 ";29/09/2023;;;FALSE;;"2,98";3;21
E103571;Rio de Janeiro;front_atendimento;L013;noite;" R$ 2.340,00 ";04/10/2023;30/04/2024;outros;FALSE;;"3,14";1;6
E103572;Uberlândia;front_atendimento;L023;tarde;" R$ 2.221,00 ";06/12/2023;31/01/2024;pedido;FALSE;;"3,13";1;1
E103573;Uberlândia;mecanico;L009;manha;" R$ 3.064,00 ";27/07/2023;;;TRUE;04/03/2025;"3,54";1;23
E103574;Rio de Janeiro;motorista_campo;L024;tarde;" R$ 2.958,00 ";03/09/2023;;;FALSE;;"4,21";3;21
E103575;Natal;organizador_patio;L034;noite;" R$ 2.288,00 ";31/03/2024;31/03/2024;outros;FALSE;;"3,43";1;0
E103576;Vitória;lider_area;L028;manha;" R$ 5.165,00 ";22/08/2023;30/04/2024;desempenho;FALSE;;5;3;8
E103577;São Luís;front_atendimento;L048;manha;" R$ 2.197,00 ";16/12/2023;28/02/2025;outros;FALSE;;"3,9";0;14
E103578;Campinas;lider_area;L021;manha;" R$ 5.530,00 ";10/04/2024;30/04/2025;pedido;FALSE;;"3,49";2;12
E103579;São Paulo;soldador;L020;manha;" R$ 2.881,00 ";06/12/2023;;;FALSE;;"4,72";3;18
E103580;Rio de Janeiro;mecanico;L046;noite;" R$ 2.989,00 ";20/05/2024;31/12/2024;pedido;FALSE;;"3,99";3;7
E103581;Belém;organizador_patio;L009;manha;" R$ 2.269,00 ";07/03/2024;31/12/2024;desempenho;FALSE;;"2,65";1;9
E103582;Uberlândia;organizador_patio;L016;manha;" R$ 2.312,00 ";01/09/2023;31/10/2024;pedido;FALSE;;"2,8";3;13
E103583;Belém;lider_geral;L018;tarde;" R$ 8.348,00 ";02/06/2024;;;FALSE;;"4,13";3;12
E103584;Rio de Janeiro;soldador;L023;manha;" R$ 3.280,00 ";13/01/2024;30/04/2024;transferencia;FALSE;;"2,57";4;3
E103585;Uberlândia;estoquista;L041;tarde;" R$ 2.212,00 ";30/03/2024;;;FALSE;;"3,8";2;15
E103586;Recife;mecanico;L059;tarde;" R$ 3.422,00 ";11/02/2024;;;FALSE;;"4,41";2;16
E103587;Curitiba;front_atendimento;L033;manha;" R$ 2.357,00 ";20/09/2023;31/03/2024;desempenho;FALSE;;"3,43";1;6
E103588;Belém;mecanico;L032;manha;" R$ 3.491,00 ";02/08/2023;;;FALSE;;"2,23";3;22
E103589;Salvador;front_atendimento;L010;manha;" R$ 2.285,00 ";15/11/2023;30/06/2025;pedido;FALSE;;"3,33";2;19
E103590;Vitória;mecanico;L011;tarde;" R$ 3.550,00 ";20/10/2023;;;FALSE;;"3,01";2;20
E103591;Belém;consultor_tecnico;L042;tarde;" R$ 3.402,00 ";19/05/2024;31/05/2024;pedido;FALSE;;"3,66";5;0
E103592;Campinas;estoquista;L029;manha;" R$ 2.609,00 ";28/10/2023;;;FALSE;;"4,29";2;20
E103593;Uberlândia;front_atendimento;L027;manha;" R$ 2.133,00 ";06/05/2024;29/02/2024;transferencia;FALSE;;"3,8";2;0
E103594;Belém;lider_area;L039;manha;" R$ 6.142,00 ";23/03/2024;30/06/2024;pedido;FALSE;;"3,53";2;3
E103595;Uberlândia;front_atendimento;L020;manha;" R$ 2.286,00 ";12/01/2024;;;FALSE;;"3,47";1;17
E103596;Natal;mecanico;L009;tarde;" R$ 3.110,00 ";10/06/2024;;;FALSE;;4;2;12
E103597;Goiânia;mecanico;L008;manha;" R$ 3.265,00 ";19/12/2023;;;FALSE;;"2,73";4;18
E103598;Goiânia;consultor_tecnico;L051;tarde;" R$ 3.464,00 ";15/09/2023;;;FALSE;;"3,5";3;21
E103599;São Paulo;front_atendimento;L055;manha;" R$ 2.249,00 ";16/08/2023;;;FALSE;;"3,25";4;22
E103600;Recife;front_atendimento;L042;tarde;" R$ 2.312,00 ";08/01/2024;;;FALSE;;"3,98";1;17
E103601;Campinas;consultor_tecnico;L040;tarde;" R$ 3.214,00 ";13/08/2023;;;FALSE;;"2,81";0;22
E103602;São Paulo;consultor_tecnico;L024;manha;" R$ 3.080,00 ";16/08/2023;;;FALSE;;"4,14";0;22
E103603;Brasília;front_atendimento;L040;tarde;" R$ 2.495,00 ";16/01/2024;31/03/2024;desempenho;FALSE;;"3,09";6;2
E103604;Ribeirão Preto;mecanico;L055;manha;" R$ 3.319,00 ";09/09/2023;28/02/2025;pedido;FALSE;;"2,81";3;17
E103605;Curitiba;front_atendimento;L044;noite;" R$ 2.282,00 ";29/11/2023;;;FALSE;;"3,26";3;19
E103606;São Luís;organizador_patio;L053;manha;" R$ 2.384,00 ";20/06/2024;;;FALSE;;"3,94";1;12
E103607;São Luís;front_atendimento;L049;manha;" R$ 2.232,00 ";31/03/2024;;;FALSE;;"4,43";3;15
E103608;Manaus;lider_area;L042;noite;" R$ 5.418,00 ";12/11/2023;;;FALSE;;"4,1";2;19
E103609;Curitiba;mecanico;L053;tarde;" R$ 3.454,00 ";13/05/2024;;;FALSE;;"4,2";5;13
E103610;São Luís;estoquista;L005;tarde;" R$ 2.403,00 ";17/12/2023;;;FALSE;;"3,65";5;18
E103611;Manaus;organizador_patio;L006;noite;" R$ 2.370,00 ";04/03/2024;;;FALSE;;"3,59";1;15
E103612;Manaus;motorista_campo;L050;tarde;" R$ 3.006,00 ";22/10/2023;;;FALSE;;"1,7";1;20
E103613;Vitória;front_atendimento;L003;noite;" R$ 2.407,00 ";26/09/2023;;;FALSE;;"4,43";2;21
E103614;Florianópolis;mecanico;L044;tarde;" R$ 3.475,00 ";18/11/2023;30/04/2024;pedido;FALSE;;"1,75";2;5
E103615;Recife;consultor_tecnico;L026;manha;" R$ 3.584,00 ";29/09/2023;;;FALSE;;"3,12";3;21
E103616;Campinas;mecanico;L044;manha;" R$ 3.161,00 ";07/11/2023;;;FALSE;;"4,2";2;19
E103617;Fortaleza;lider_area;L040;tarde;" R$ 5.685,00 ";23/08/2023;;;FALSE;;"3,36";1;22
E103618;Ribeirão Preto;lider_geral;L030;manha;" R$ 9.351,00 ";17/11/2023;;;FALSE;;"3,86";2;19
E103619;Uberlândia;motorista_campo;L003;noite;" R$ 2.973,00 ";02/11/2023;30/04/2024;pedido;FALSE;;"3,49";6;5
E103620;Manaus;motorista_campo;L002;tarde;" R$ 2.987,00 ";01/04/2024;;;FALSE;;"2,45";2;14
E103621;Salvador;lider_area;L054;noite;" R$ 5.171,00 ";03/01/2024;;;FALSE;;"4,09";1;17
E103622;Uberlândia;front_atendimento;L057;tarde;" R$ 2.372,00 ";10/02/2024;29/02/2024;desempenho;FALSE;;"3,44";5;0
E103623;Belém;motorista_campo;L013;noite;" R$ 2.838,00 ";25/11/2023;;;FALSE;;"4,08";2;19
E103624;Florianópolis;estoquista;L025;manha;" R$ 2.363,00 ";02/04/2024;31/10/2024;desempenho;FALSE;;"3,05";1;6
E103625;Maceió;mecanico;L034;manha;" R$ 3.064,00 ";24/01/2024;;;TRUE;26/01/2025;"2,37";2;17
E103626;São Paulo;motorista_campo;L031;manha;" R$ 3.131,00 ";18/03/2024;;;FALSE;;"3,08";1;15
E103627;Porto Alegre;front_atendimento;L009;tarde;" R$ 2.197,00 ";03/02/2024;;;FALSE;;"3,58";0;16
E103628;Brasília;mecanico;L029;manha;" R$ 3.328,00 ";31/01/2024;30/04/2024;desempenho;FALSE;;"2,94";3;3
E103629;Salvador;front_atendimento;L027;tarde;" R$ 2.483,00 ";26/10/2023;30/09/2024;pedido;FALSE;;"3,55";2;11
E103630;Recife;motorista_campo;L022;tarde;" R$ 3.005,00 ";11/10/2023;;;FALSE;;"3,59";2;20
E103631;São Paulo;mecanico;L012;tarde;" R$ 3.435,00 ";13/07/2023;31/03/2024;pedido;FALSE;;"4,24";1;8
E103632;São Luís;front_atendimento;L016;manha;" R$ 2.170,00 ";02/10/2023;30/09/2024;pedido;FALSE;;"3,99";2;11
E103633;Belém;consultor_tecnico;L028;manha;" R$ 3.673,00 ";25/01/2024;;;FALSE;;"3,17";3;17
E103634;Porto Alegre;organizador_patio;L010;noite;" R$ 2.654,00 ";18/02/2024;;;FALSE;;"4,47";4;16
E103635;Goiânia;lider_area;L005;manha;" R$ 5.970,00 ";10/02/2024;;;FALSE;;"2,3";2;16
E103636;Florianópolis;consultor_tecnico;L059;manha;" R$ 3.902,00 ";24/09/2023;;;FALSE;;"3,83";1;21
E103637;Porto Alegre;estoquista;L009;tarde;" R$ 2.468,00 ";27/05/2024;;;FALSE;;"3,61";1;13
E103638;Salvador;front_atendimento;L060;manha;" R$ 2.200,00 ";24/04/2024;29/02/2024;pedido;FALSE;;"4,07";3;0
E103639;Natal;front_atendimento;L015;noite;" R$ 2.412,00 ";21/07/2023;;;FALSE;;"3,95";3;23
E103640;Natal;organizador_patio;L043;noite;" R$ 2.415,00 ";09/02/2024;29/02/2024;pedido;FALSE;;"3,09";2;0
E103641;Salvador;lider_area;L021;manha;" R$ 5.430,00 ";24/10/2023;;;FALSE;;"3,24";4;20
E103642;Natal;motorista_campo;L037;manha;" R$ 2.977,00 ";19/03/2024;28/02/2025;pedido;FALSE;;"2,58";2;11
E103643;Goiânia;motorista_campo;L049;noite;" R$ 3.010,00 ";22/10/2023;31/01/2024;outros;FALSE;;"3,77";4;3
E103644;Vitória;mecanico;L006;manha;" R$ 3.519,00 ";08/06/2024;;;FALSE;;"4,1";4;12
E103645;Recife;lider_area;L001;manha;" R$ 5.443,00 ";08/06/2024;29/02/2024;pedido;FALSE;;"2,99";1;0
E103646;Florianópolis;organizador_patio;L019;noite;" R$ 2.280,00 ";11/02/2024;31/05/2024;pedido;FALSE;;"3,33";6;3
E103647;Recife;consultor_tecnico;L060;noite;" R$ 3.641,00 ";13/05/2024;30/06/2025;pedido;FALSE;;"4,09";1;13
E103648;Florianópolis;mecanico;L014;noite;" R$ 3.605,00 ";17/01/2024;;;FALSE;;"4,48";1;17
E103649;Brasília;lider_area;L040;tarde;" R$ 5.072,00 ";11/04/2024;;;FALSE;;"4,47";2;14
E103650;Belo Horizonte;motorista_campo;L054;manha;" R$ 2.854,00 ";12/05/2024;;;FALSE;;"3,29";1;13
E103651;Ribeirão Preto;mecanico;L052;tarde;" R$ 3.294,00 ";12/05/2024;;;FALSE;;"4,74";1;13
E103652;Fortaleza;mecanico;L037;manha;" R$ 3.228,00 ";01/04/2024;29/02/2024;pedido;FALSE;;"3,02";1;0
E103653;Porto Alegre;front_atendimento;L030;manha;" R$ 2.318,00 ";26/09/2023;31/05/2024;pedido;FALSE;;"2,01";4;8
E103654;São Paulo;lider_area;L014;manha;" R$ 4.903,00 ";23/10/2023;30/04/2024;pedido;FALSE;;"3,89";5;6
E103655;Maceió;lider_area;L041;manha;" R$ 5.809,00 ";02/06/2024;;;FALSE;;"3,96";3;12
E103656;Campinas;front_atendimento;L018;tarde;" R$ 2.318,00 ";07/11/2023;31/05/2024;desempenho;FALSE;;"3,99";2;6
E103657;Uberlândia;front_atendimento;L003;manha;" R$ 2.344,00 ";03/10/2023;;;FALSE;;"3,86";0;20
E103658;Natal;front_atendimento;L011;tarde;" R$ 2.284,00 ";30/01/2024;31/12/2024;pedido;FALSE;;"2,35";3;11
E103659;Uberlândia;lider_area;L034;manha;" R$ 5.538,00 ";03/12/2023;;;FALSE;;"2,33";2;18
E103660;Belém;mecanico;L060;manha;" R$ 3.065,00 ";19/08/2023;31/01/2024;pedido;FALSE;;"2,48";4;5
E103661;Natal;soldador;L004;manha;" R$ 2.970,00 ";04/05/2024;;;FALSE;;"3,92";2;13
E103662;São Paulo;motorista_campo;L009;manha;" R$ 3.049,00 ";24/06/2024;31/05/2025;pedido;FALSE;;"2,52";1;11
E103663;São Luís;motorista_campo;L013;tarde;" R$ 2.932,00 ";13/09/2023;31/07/2024;desempenho;FALSE;;"3,3";6;10
E103664;Porto Alegre;motorista_campo;L022;tarde;" R$ 2.909,00 ";29/08/2023;31/03/2024;desempenho;FALSE;;"2,97";2;7
E103665;Manaus;motorista_campo;L015;manha;" R$ 3.163,00 ";22/03/2024;;;FALSE;;"3,24";2;15
E103666;São Luís;front_atendimento;L053;manha;" R$ 2.262,00 ";18/03/2024;30/04/2025;desempenho;FALSE;;"3,47";4;13
E103667;Belém;lider_area;L047;manha;" R$ 4.777,00 ";30/11/2023;;;FALSE;;"3,25";1;19
E103668;Porto Alegre;estoquista;L014;tarde;" R$ 2.417,00 ";09/01/2024;;;FALSE;;"3,14";3;17
E103669;Belo Horizonte;motorista_campo;L039;manha;" R$ 3.432,00 ";18/07/2023;;;FALSE;;"3,32";4;23
E103670;Vitória;mecanico;L041;manha;" R$ 2.907,00 ";12/10/2023;31/05/2024;pedido;FALSE;;"4,06";3;7
E103671;Vitória;soldador;L020;manha;" R$ 2.688,00 ";25/03/2024;;;FALSE;;"3,27";4;15
E103672;Manaus;front_atendimento;L029;noite;" R$ 2.345,00 ";09/08/2023;30/06/2024;transferencia;FALSE;;"4,88";2;10
E103673;Fortaleza;mecanico;L017;noite;" R$ 3.636,00 ";07/09/2023;;;FALSE;;"2,41";4;21
E103674;Uberlândia;mecanico;L042;tarde;" R$ 3.499,00 ";08/09/2023;30/06/2025;pedido;TRUE;20/01/2025;"3,92";1;21
E103675;Curitiba;front_atendimento;L037;tarde;" R$ 2.540,00 ";06/06/2024;;;FALSE;;"4,39";0;12
E103676;Ribeirão Preto;organizador_patio;L028;tarde;" R$ 2.491,00 ";07/08/2023;;;FALSE;;"3,81";3;22
E103677;Maceió;estoquista;L043;manha;" R$ 2.213,00 ";31/07/2023;;;FALSE;;"3,63";2;23
E103678;Fortaleza;front_atendimento;L012;tarde;" R$ 2.215,00 ";24/01/2024;29/02/2024;justa_causa;FALSE;;"3,25";0;1
E103679;Belém;mecanico;L046;tarde;" R$ 3.272,00 ";19/06/2024;;;TRUE;10/02/2025;"2,94";2;12
E103680;Belo Horizonte;organizador_patio;L057;tarde;" R$ 2.370,00 ";05/02/2024;31/01/2024;pedido;FALSE;;"3,65";0;0
E103681;Natal;front_atendimento;L033;manha;" R$ 2.284,00 ";03/07/2023;31/08/2024;outros;FALSE;;"2,77";4;13
E103682;Fortaleza;estoquista;L020;manha;" R$ 2.482,00 ";01/02/2024;;;FALSE;;"3,6";2;16
E103683;Florianópolis;lider_area;L001;tarde;" R$ 4.902,00 ";25/01/2024;;;FALSE;;"3,84";0;17
E103684;Florianópolis;lider_area;L010;manha;" R$ 6.128,00 ";07/07/2023;;;FALSE;;"2,51";1;23
E103685;Recife;front_atendimento;L012;tarde;" R$ 2.407,00 ";19/11/2023;;;FALSE;;"3,94";2;19
E103686;Florianópolis;soldador;L057;tarde;" R$ 3.240,00 ";20/06/2024;;;FALSE;;"3,77";2;12
E103687;Belo Horizonte;estoquista;L019;manha;" R$ 2.585,00 ";26/03/2024;31/01/2025;pedido;FALSE;;"4,87";1;10
E103688;Florianópolis;organizador_patio;L029;manha;" R$ 2.247,00 ";06/07/2023;;;FALSE;;"2,23";0;23
E103689;Salvador;motorista_campo;L020;noite;" R$ 2.983,00 ";01/12/2023;30/11/2024;pedido;FALSE;;"3,67";1;11
E103690;Natal;front_atendimento;L049;tarde;" R$ 2.159,00 ";19/04/2024;;;FALSE;;"3,39";2;14
E103691;Fortaleza;organizador_patio;L036;noite;" R$ 2.267,00 ";12/12/2023;;;FALSE;;"3,32";1;18
E103692;Natal;mecanico;L030;tarde;" R$ 3.390,00 ";12/10/2023;;;FALSE;;"2,86";2;20
E103693;Florianópolis;mecanico;L032;noite;" R$ 3.350,00 ";19/08/2023;28/02/2025;transferencia;FALSE;;"2,63";1;18
